chunk_id,label,text
522,negative,"stabilise now. echoing the same sentiments for own self-liberations heritage icon, president oliver reginald tambo also forewarned us as follows and i quote: comrades, you might think that it is very difficult to wage a liberation struggle, wait until you are in power. i might be dead by then. at that stage, you will realise that it is actually difficult to keep the power than to wage a liberation war. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 69 hon deputy chairperson, as we reflect on the challenges that confront us, particularly at local government level, we therefore need to not wallow in self-pity and sorrow we need to come to terms with reality as warned by the independent fighters that transformation is not a mere walk in the park. you have to keep walking, you have to keep fighting and you have to keep struggling, because transformation is not a once off, it is a journey. until we have reached what our own people promised. the journey is not over. the above invocation of the stalwarts of the struggles for independence is cogent at this time when we celebrate 32 years of our democratic dispensation as well as the 30 years anniversary of our constitution the journey, we have travelled and the path that we continue to traverse to the future indeed continues to be characterised enormous head winds. however, to be oblivious to the reality that much has changed and that a lot continue to be done to change the life conditions of our citizens would be to suffer from what frantz fanon characterised as cognitive dissonance. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15"
523,positive,"that much has changed and that a lot continue to be done to change the life conditions of our citizens would be to suffer from what frantz fanon characterised as cognitive dissonance. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 70 hon deputy chairperson, as the free state, a microcosm of south african society with its own peculiarities, we are alive to an honest about these challenges that continue to confront us particularly at local government level. these challenges can broadly be outlined as follows in what framed as solutions-seeking pedagogy. firstly, we need to address financial management capacity and capability in our municipalities. necessary financial management skills have to be attracted particularly to some of the peripheral and rural localities. secondly, the consciousness around interconnectedness between governance and service delivery has to be inculcated to intensify municipal good governance and administration must be the bedrock upon which service delivery imperatives are constructed. our municipal administrators have to be alive to this interconnectedness. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 71 thirdly, prioritisation of service delivery as a constitutional right of citizens not by a way of exercise but must be seen as a mitigation against discontent and potential trigger for a revolt against the constitutional democratic state. hon deputy chairperson, while indeed there is a plethora of challenges that we are confronted with as outlined above, we will not suffer from cognitive dissonance by being oblivious to the concrete progress we have made in coming to terms with the challenges as we have outlined them above. we do so in order to simultaneously determine solutions to those challenges in the problem-solving orientation."
524,neutral,"with as outlined above, we will not suffer from cognitive dissonance by being oblivious to the concrete progress we have made in coming to terms with the challenges as we have outlined them above. we do so in order to simultaneously determine solutions to those challenges in the problem-solving orientation. we therefore are proud to report the following milestones that we have recorded in our province as part of continuous quest to obliterate the historical legacy of about four centuries of colonial apartheid rule that we seem to be encouraged to forget about. we are pleased to report that we have since implemented all the recommendations of the joint oversight committee since its national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 72 visit to our province in july 2024. this includes imperatives of submission of annual financial statements of all the municipalities except two who could not meet the 31st august deadline of submission of annual financial statements. section 139 interventions have been instituted in municipalities among other imperatives to address these challenges. section 106 investigations were carried out in one municipality and disciplinary proceedings instituted to ensure consequence management. where we instituted section 154 interventions, such as kopanong local municipality, the municipality has continued to improve its key performance and the number of paragraphs on material irregularities has decreased considerably since section 154. hon deputy chairperson, audit readiness and performance has been prioritised through the appointment of three financial experts and working with sessions were conducted with municipalities in february and march 2026 to bring these municipalities up to scratch with audit and governance requirements. we are building on positive audit performance we have experienced in other municipalities. dihlabeng local national council of provinces taking parliament"
525,positive,"of three financial experts and working with sessions were conducted with municipalities in february and march 2026 to bring these municipalities up to scratch with audit and governance requirements. we are building on positive audit performance we have experienced in other municipalities. dihlabeng local national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 73 municipality improved from a qualified to an unqualified audit opinion. district municipalities in the free state including local municipality tswelopele local municipality, setsoto local municipality and phumelela local municipality, have received unqualified audit opinions. we are now challenged to move them to clean audits. with regards to recovery plans and municipal performance turnaround strategies we introduced some municipalities that include machabeng local municipality which is one of the key municipality the provincial government together with national treasury has finalised its recovery plan. hon deputy chairperson, as i conclude the challenges of the moment should not overwhelm us and make us not to see the tree from the forest and the forest from the tree. we must demystify the myth that it is all doom and gloom. the positive lessons from the milestone we have made in the free state must serve as a beacon of hope that more can be achieved and indeed national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 74 more will be achieved if we all work together in unison and in conflict. i thank you, hon deputy chairperson. mr p a lesufi gauteng : hon deputy chair, let me take this opportunity to acknowledge the chair of the ncop, our hon president, premiers and mecs present, the leadership of south african local government association, salga, represented here"
526,negative,"in unison and in conflict. i thank you, hon deputy chairperson. mr p a lesufi gauteng : hon deputy chair, let me take this opportunity to acknowledge the chair of the ncop, our hon president, premiers and mecs present, the leadership of south african local government association, salga, represented here by their president, executive mayors, traditional and religious leaders present, ncop delegates and hon members. on behalf of the gauteng province, i thank you most sincerely for the opportunity to participate in this debate. our approach, unfortunately, today is to thank our hon president and appreciate him for the decisive interventions that he has made in our province in gauteng. hon president, we asked you that illegal miners were creating havoc in our communities. we pleaded with you to send soldiers in our province. we come back to you, president, to thank you heartily. the soldiers have resolved our problem of illegal miners. now order has been restored, hon president, and we want to make it clear that we are not against emerging miners, but we national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 75 can t allow miners who misbehave and kill our people, and we don t even know where they come from in our province. so, president, we plead with you, let s soldier on with the soldiers that we have. there must be no inch of illegal minors being tolerated in our province because this country belongs to us and we ll never donate it to any other person who we don t know where they come from. hon president, we once more come to you to thank you. we asked you to establish a water crisis committee to tackle the challenges of"
527,neutral,"because this country belongs to us and we ll never donate it to any other person who we don t know where they come from. hon president, we once more come to you to thank you. we asked you to establish a water crisis committee to tackle the challenges of water in our province. we are proud to report back to you, through the deputy president and the ministry of water and sanitation, that last month we opened a 26 million litres brixton water tower that has now finally resolved the water challenges that we had in the middle of johannesburg. for that, we are grateful for your intervention, and we are also grateful for the presence of the ministers that you have deployed in our province. however, we want to urge you to enter the serious debate of undocumented foreigners in our country. applause. our cities have seen unprecedented marches of citizens raising concerns national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 76 about undocumented immigrants. ours is to state this clearly that we refuse to be against all foreign citizens, but we agree that undocumented foreigners who entered our country illegally must leave our country peacefully. once more, we want to make it clear we are not against foreigners, but we can t tolerate people we don t know how they came in our country, what they need in our country, what they are doing in our country, and where they stay in our country. so, we urge you to enter the debate and allow us to ensure the new immigration laws and the immigration bill, that is currently in public participation mode, is utilised as the final document to resolve this matter once and"
528,neutral,"in our country, and where they stay in our country. so, we urge you to enter the debate and allow us to ensure the new immigration laws and the immigration bill, that is currently in public participation mode, is utilised as the final document to resolve this matter once and for all. those that have given foreigners up until 30 june to leave our country ... ... we want to emphasise the point that this must be done orderly and through the processes of the law in our country. president, let me take this opportunity to thank you for intervening with the minister of social development. we want national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 77 to urge you not to stop there. there is a certain minister that the country assigned a task to develop an ai policy. he used ai to develop a policy of the country. ... then they have the audacity to come here. there is a member representing the da who came here to say, cry the beloved matlosana. she forgot to say, cry the beloved country where policies develop through artificial intelligence. however, we want to go further than that. the same minister that is developing an artificial intelligence policy of our country through ai, wants to sell the security of our country by trying to scrap the black economic empowerment, bee, so that their friends in america can come and invest there. we say no, president ... ... our country is not for sale, and the policies of this country will be defended at all costs, whatever it takes. so, don t stop there, president. there is another minister in the basic education sector who thinks that we can"
529,negative,"and invest there. we say no, president ... ... our country is not for sale, and the policies of this country will be defended at all costs, whatever it takes. so, don t stop there, president. there is another minister in the basic education sector who thinks that we can allow a company that was established three days to get a tender to print books for our children. you must not allow that, president. we have to be firm against any form of corruption. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 78 these are the same people who were saying this government is corrupt. they come to government, and instead of assisting us to fight corruption, they do corruption themselves. we will not allow that, and they must know that we have a president that is decisive, we have a president that can intervene, and we have a president that can fire them if they misbehave. i want to take this opportunity and wish bafana bafana well as they go to the world cup. we say to bafana bafana, isixhosa: ... ndizani bafana bafana. english: bring that world cup back home where it belongs. thank you so much for your attention. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 79 the deputy chairperson of the ncop mr p govender : thank you very much. thank you, hon members. can you please return to your seats and be silent. i would like to remind the members of the public that are here that when you applaud during the person s time for speaking, you are actually taking away that hon member s time to"
530,positive,"much. thank you, hon members. can you please return to your seats and be silent. i would like to remind the members of the public that are here that when you applaud during the person s time for speaking, you are actually taking away that hon member s time to be heard. although you appreciate what the member is saying, do not applaud so loudly that you are taking away that hon member s time. the next hon member to participate in the debate is the hon premier from kwazulu-natal, the hon t ntuli, who has 10 minutes. the premier of kwazulu-natal mr t ntuli : deputy chair of the ncop, his excellency the president of the republic, hon ramaphosa, chairperson of the ncop, fellow premiers, hon members, representatives from the sa local government association, salga, and fellow south africans, this debate takes place at a defining moment in our democratic journey, as south africa enters the 2026 local government election year. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 80 this is significant because local government remains the sphere of the government closest to the lived reality of our people. local government elections, therefore, are far more than a constitutional event. they are a democratic accountability mechanism through which citizens assess leadership, demand better governance, and shape the future of their communities. that is why today's theme - ensuring a people-centred local government towards building better communities, is both timely and urgent. a people-centred municipality is not defined by compliance reports, but by whether citizens feel heard, respected, and served with dignity. in kwazulu-natal, we understand clearly that local government is where the legitimacy of the democratic state is tested directly. for this reason, the seventh"
531,neutral,"communities, is both timely and urgent. a people-centred municipality is not defined by compliance reports, but by whether citizens feel heard, respected, and served with dignity. in kwazulu-natal, we understand clearly that local government is where the legitimacy of the democratic state is tested directly. for this reason, the seventh administration deliberately shifted away from a narrow compliance-driven model towards one centred on performance, accountability, institutional resilience, and measurable developmental outcomes. twenty-two months into office, we can say, with humility and realism, progress is being made. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 81 the number of distressed municipalities in our province has declined from seven to two. stable municipalities have increased to 21. no municipality is under section 139 intervention compared to four a year ago. thirty-seven municipalities achieved between 75 and 100 of their service delivery and budget implementation targets. audit outcomes have improved significantly, with no municipality receiving a disclaimer audit opinion. these are important indicators of progress, but stability is not transformation. thirty-one municipalities remain at risk, service delivery remains uneven, and public frustration remains real. citizens judge the government not by audit reports, but by lived experiences. that is why our reform agenda must be measured not only by governance indicators, but by citizen satisfaction. our progress has been driven by a differentiated intervention model. municipalities face different risks, therefore, require different forms of support. through section 154 of the constitution, we have strengthened support where capacity can be rebuilt and intervened decisively where governance failure requires strong action. we have also seen the presidential ethekwini working national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 82 group enhancing"
532,neutral,"we have strengthened support where capacity can be rebuilt and intervened decisively where governance failure requires strong action. we have also seen the presidential ethekwini working national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 82 group enhancing stakeholders' collaboration. and indeed, in ethekwini, there are still challenges, but we have seen significant progress in terms of addressing issues in that metro in our province. and we thank his excellency the president, for the vision to establish such a strategic partnership to solve the problems in local government. we have also restored executive accountability. we have treated municipal performance not as an administrative issue, but as a strategic governance priority. together with the executive council, we have instituted structured oversight performance platforms where municipalities account for governance failures, audit outcomes, and recovery plans. just on wednesday, 13 may, we have engaged 10 municipalities that are the major contributors to the unauthorised, irregular, fruitless and wasteful expenditure, with an intention to find areas of support. we also understand that a truly people-centred local government must also be participatory. that is why we have strengthened ward committees, war rooms, revitalised operation sukuma sakhe, and national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 83 deployed municipal rapid response teams. thirty-eight municipalities now have highly functional ward committees. forty-five municipalities have operational rapid response teams. we have also deepened the integration of traditional leadership into governance. approximately 98 of municipalities now have chiefs participating in executive structures. in kwazulu-natal, this is not symbolic. it is strategic governance rooted in community legitimacy, especially in rural development. however, we must be candid. financial sustainability remains a major challenge. weak revenue collection"
533,neutral,"the integration of traditional leadership into governance. approximately 98 of municipalities now have chiefs participating in executive structures. in kwazulu-natal, this is not symbolic. it is strategic governance rooted in community legitimacy, especially in rural development. however, we must be candid. financial sustainability remains a major challenge. weak revenue collection undermines service delivery. debt owed to eskom and water boards continues to strain municipal finances. water and sanitation infrastructure remains under severe pressure in many municipalities. capacity shortages, governance instability, and administrative weaknesses persist, but we are responding decisively to all the challenges. we have strengthened financial oversight, introduced mandatory pre-audits and reviews, expanded anti-corruption interventions, including ethical leadership codes and lifestyle audits, and we are personalising municipal administration to ensure capable ethical leadership. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 84 the future of local government cannot be built by the government alone. it requires co-ordinated partnership, innovation, and long-term reform. through the district development model, we are strengthening alignment across all spheres of the government. through partnerships with the national treasury, eskom, and water boards, we are addressing structural constraints. through digital monitoring systems and integrated complaints platforms, we are modernising accountability. and through our secondary cities programme, we are repositioning towns as economic growth centres to decentralise development and unlock inclusive growth. in conclusion, the experience of kwazulu-natal confirms that the renewal of local government is not simply an administrative task. it is a democratic imperative. the true test of people-centred local government is where municipalities are experienced by citizens as institutions of hope, delivery, accountability, and development. a people centred municipality listens before communities protest, acts before crisis deepens, manages public resources with integrity, and places the dignity of citizens at the"
534,positive,"a democratic imperative. the true test of people-centred local government is where municipalities are experienced by citizens as institutions of hope, delivery, accountability, and development. a people centred municipality listens before communities protest, acts before crisis deepens, manages public resources with integrity, and places the dignity of citizens at the centre of governance. kwazulu-natal remains firmly committed to building national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 85 municipalities that are capable, ethical, accountable, and responsive. and i must appreciate, on behalf of the people of kwazulu natal, the leadership of his excellency, in our country, leading the government of national unity, gnu, that government is stable, the economy is stable, and hope is instilled in many citizens. thank you very much, hon deputy chair. mr k e mahoai limpopo : esteemed chairperson of the ncop, your excellency, our president ramaphosa, hon delegates of the ncop, ministers and deputy ministers present, premiers present here, speakers present here, mecs present, the president of salga, mayors and executive mayors, distinguished delegates, ladies and gentlemen, i am speaking here on behalf of my premier who is recovering well from a bout of flu, and on whose behalf i am going to be participating in this debate... isindebele: lotjhani. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 86 in a timeless novel titled, when rain clouds gather, bessie head reminds us that gathering rain clouds are not always symbols of destruction and despair, but often signals that renewal, hope and new beginnings are on the horizon. yet it is during those very moments of gathering storms that the resilience of humanity, the strength of leadership and the unity"
535,neutral,"head reminds us that gathering rain clouds are not always symbols of destruction and despair, but often signals that renewal, hope and new beginnings are on the horizon. yet it is during those very moments of gathering storms that the resilience of humanity, the strength of leadership and the unity of communities are tested the most. today, as we debate the important theme, and i quote, ensuring a people-centred local government towards building better communities , we are reminded that local government must become the shelter that protects our people when the storms of life arrive. we must strive to make a positive impact in the lives of our people, and this is the standard by which our local government must measure itself. we cannot agree more with what our president has just emphasised, that this is the centre where everything is fixed. it is the basement if we were to be a building. the recent floods have left painful scars across many communities in limpopo. roads and bridges were destroyed, houses collapsed, national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 87 families were displaced, and access to schools, clinics and economic centres became severely disrupted. for many villages in all our districts, the destruction of infrastructure did not only inconvenience communities, but it threatened livelihoods and slowed economic activity. farmers struggled to transport produce to markets. small businesses lost customers because roads became inaccessible, and learners and workers faced dangerous journeys while ambulances and emergency services could not reach certain communities in time. working together with national government, municipalities, traditional leaders, and local communities, our province has already begun the rebuilding process through the disaster management grants and other provincial interventions. roads are being repaired, bridges"
536,negative,"and workers faced dangerous journeys while ambulances and emergency services could not reach certain communities in time. working together with national government, municipalities, traditional leaders, and local communities, our province has already begun the rebuilding process through the disaster management grants and other provincial interventions. roads are being repaired, bridges reconstructed, and temporary access roads established while permanent infrastructure is underway. we remain resolute that no community will be left behind. this is made possible by our agreement with this hypothesis that national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 88 local government indeed is not only the important centre, but also the cold face of accountability. and when it is holding together, all other spheres of government are able to implement interventions with ease, and we find it working so far. therefore, the challenge before us extends beyond building climate-resilient infrastructure, but ensuring that mechanisms, especially quality assurance mechanisms, are built at local government level so that we can be assured that the structures that have been reconstructed are indeed resilient. we have therefore ensured that local communities become part of the project, steering committees, labour forum, monitoring teams, and consultations from the beginning of the reconstruction projects until completion, because development imposed on communities without their involvement cannot truly be sustainable. this is to be led at local level by councillors and mayors, and our premier is leading from the front to ensure that this synergy is established from the beginning. as these projects get underway, local labour is prioritised while youth, women, national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 89 and small contractors are empowered through participation in construction and"
537,positive,"synergy is established from the beginning. as these projects get underway, local labour is prioritised while youth, women, national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 89 and small contractors are empowered through participation in construction and maintenance projects. community members, on the other hand, are not only beneficiaries of development, but they are also active partners in rebuilding their own community infrastructure. this is because local government must continue to strengthen its role as a catalyst for local economic development by creating an enabling environment for small, medium and micro enterprises, smmes, and co-operatives to thrive. these enterprises remain critical drivers of economic growth, innovation, and job creation, particularly in rural and township communities where unemployment and poverty continue to affect many households. as government, we remain committed to expanding most of these opportunities so that young people can participate productively in the economy and contribute towards building sustainable and resilient communities. we are equally aware that for many communities, access to water remains one of the greatest daily challenges confronting them. water is not a luxury. it is a basic necessity of life and fundamental human right. no person should walk long distances in search of water, nor sleep without access to this essential resource. as national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 90 a province, we have elevated water provision as one of the top priorities within our service delivery agenda. to strengthen coordination, accountability, and rapid response, water war rooms have been established across all municipalities to ensure forecast attention aimed at improving water supply, monitoring challenges, and accelerating solutions in affected communities. the recent water summit held on"
538,neutral,"as one of the top priorities within our service delivery agenda. to strengthen coordination, accountability, and rapid response, water war rooms have been established across all municipalities to ensure forecast attention aimed at improving water supply, monitoring challenges, and accelerating solutions in affected communities. the recent water summit held on 30 april marked a decisive national intervention to confront water challenges. as a province, we fully align with the outcomes of that important gathering. a people-centred local government also requires ethical leadership, accountability, and responsiveness. communities want leaders who listen, leaders who act, and leaders who understand the daily realities faced by ordinary citizens. as limpopo province, we remain resolute in strengthening ethical governance and intensifying the fight against corruption across all spheres of government within our province through lifestyle audit, stronger vetting processes for senior officials, and reinforced accountability mechanisms to ensure that public representatives and public servants uphold the highest standards of integrity. we have also developed strong national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 91 governance structures to support an accountable and people centred local government that municipalities perform in line with their intended objectives. this call to fix local government is a very serious one. in heeding it, we first started to fix the provincial administration. and i can report to you, as we speak, in our province there is no provincial department, even the legislature, that has what we call qualified audit. all of them have unqualified audit reports, and five of them are clean. the challenge we have that our oversight mechanism is calling to us is that, how do you replicate the same? it is here, as the mec for finance, that my premier has directed me to ensure"
539,positive,"audit. all of them have unqualified audit reports, and five of them are clean. the challenge we have that our oversight mechanism is calling to us is that, how do you replicate the same? it is here, as the mec for finance, that my premier has directed me to ensure that we live to that one. we do not go for clean audits for the sake of it. we do not want to have a compliance freak mentality, but to ensure that if financial systems are in place, good governance is in place, you will show that there will be service delivered. so as provincial treasury and other role players, we are responsible for promoting accountability through ongoing support to municipalities. we support and sanction. we start national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 92 with support first, and then we sanction from there. we do not micromanage. we do what we are supposed to do to ensure that they too will join the bandwagon and ensure that every cent of public funds must be directed towards improving the lives of our people and accelerating service delivery. there is no room for allowing resources meant for roads, water, healthcare, schools, and community development to be diverted through corruption and malfeasance. i will not have done justice if i do not emphasise that leadership must never become distanced from the people. those entrusted with responsibilities as councillors, mayors, and public representatives must remain firmly connected to the communities that elected them. leaders cannot move away from poor communities and settle comfortably in affluent centres while the people they serve continue to experience hardship without visible leadership and support on the ground. we take charge to ensure that"
540,positive,"mayors, and public representatives must remain firmly connected to the communities that elected them. leaders cannot move away from poor communities and settle comfortably in affluent centres while the people they serve continue to experience hardship without visible leadership and support on the ground. we take charge to ensure that they retain their addresses in most cases. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 93 we therefore reaffirm our commitment to ensuring that local government remains people-centred, developmental, and responsive to community needs through rebuilding all damaged infrastructure, addressing present issues affecting our people, empowering our communities, creating opportunities for economic growth and jobs, and building safer, stronger, and more sustainable communities for generations to come. as the rain clouds gather, may they not become symbols of fear and destruction, but remind us that together, through unity, responsive governance, and community participation, we can weather every storm and build a better future for our people. sepedi: pula! mr s k mashilo mpumalanga : house chairperson, to our president of the republic of south africa, hon ramaphosa, whom we love so much, receive the greetings from the people of mpumalanga. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 94 indeed, i debate on behalf of my premier, who could not make it because of other pressing matters. to our hon premiers that are here, to the members of the national council of provinces, community of north west, bokone bophirima, good day. we gather during the month of may, a month of workers, a month of africa solidarity, and a month that reminds us of this resilience of ordinary people across our continent. hon president,"
541,negative,"to the members of the national council of provinces, community of north west, bokone bophirima, good day. we gather during the month of may, a month of workers, a month of africa solidarity, and a month that reminds us of this resilience of ordinary people across our continent. hon president, i rise in this debate, mindful that local government remains the sphere where citizens encounter the democratic state most directly. it is therefore our collective responsibility across all spheres of government to ensure that municipalities remain capable, responsive, and people-centred institutions. this debate is not only about municipalities, but also about the future direction of governance, development, and public confidence in a democratic institution as we approach the 2026 local government elections. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 95 this year, the commemoration of africa month takes place against a difficult global backdrop marked by geopolitical tensions, rising fuel prices, instability in global markets, and ongoing conflicts that continue to affect economies across the world. this escalation of tensions involving the united states and iran, together with conflicts in other regions of the world, may appear distant from the community in mpumalanga. but this impact is felt directly by ordinary families. when global oil prices rise, transport costs increase, food prices rise, small businesses come under pressure, and the cost of living becomes heavier for a working-class household. it is the ordinary worker, the pensioner, the unemployed graduate, the small trader, and the commuter travelling daily to work who ultimately carry the burden of global instability. it is for these reasons that government must continue building a resilient local economy, strengthening infrastructure, expanding social services, and creating opportunities closer to where people live. national council"
542,positive,"the unemployed graduate, the small trader, and the commuter travelling daily to work who ultimately carry the burden of global instability. it is for these reasons that government must continue building a resilient local economy, strengthening infrastructure, expanding social services, and creating opportunities closer to where people live. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 96 the theme before us today, ensuring a people-centred local government towards building better communities, therefore speaks directly to government s responsibility to protect communities, restore dignity, and create conditions for inclusive development. a people-centred local government is one that responds to the practical realities facing communities. it is the government that understands that service delivery is not abstract concept, but something that affects the daily dignity of our people. hon chairperson, this reminds me of a very important matter here. in 1929, the carnegie commission was established just to assess the poverty of the white community, not africans, only whites. in 1932, they concluded the report, and they confirmed that over 300 000 whites lived below the poverty level. the english government rejected that report until 1948, when the national party took the same document and implemented it fully and made apartheid a document that they've implemented. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 97 our people had to wait until 1994 when we changed all these things and made everybody a beneficiary of government. today, we are one nation we must indeed appreciate that. hon president, bushbuckridge, was formed in 1884 with no water. in 1926, national kruger national park was established with a beautiful tar road, including manyeleti. our people had no road to"
543,positive,"these things and made everybody a beneficiary of government. today, we are one nation we must indeed appreciate that. hon president, bushbuckridge, was formed in 1884 with no water. in 1926, national kruger national park was established with a beautiful tar road, including manyeleti. our people had no road to travel in the area, no water, nothing. that had to until 2001, when we established inyaka dam, and in 2005, we gave the people of bushbuckridge water. in mpumalanga, we remain firmly committed to build municipalities that are responsive, developmental, ethical, and capable of improving the everyday lives of our people. hon members, despite global uncertainty and economic pressures, mpumalanga continues to position itself as a province of growth, investment, and opportunity. we heard you very well, hon president. one of the most significant developments in our province is the establishment of mpumalanga international food produce national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 98 market, which is indeed expected to be open in this first quarter of the year. this development will not only strengthen food security and agricultural trade in the province but is expected to create opportunities of almost 100 000 indirect jobs and 156 permanent jobs after that. for many young people and emerging farmers, this project represents more than infrastructure. it represents access to markets, economic participation, income generation, and a hope for a better future. in further advancing agricultural development, the provincial government has just signed a memorandum of understanding, mou, involving the university of mpumalanga and the partners from china to establish what we refer to as a hybrid rice farming program in the province. these initiatives have the potential to create approximately 380 000 jobs and opportunities across the"
544,negative,"provincial government has just signed a memorandum of understanding, mou, involving the university of mpumalanga and the partners from china to establish what we refer to as a hybrid rice farming program in the province. these initiatives have the potential to create approximately 380 000 jobs and opportunities across the agricultural value chain while improving the food production, agricultural innovation, and indeed skills development. national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 99 these interventions demonstrate that a people-centred government must not only provide services but also create conditions for communities to participate meaningfully in economic activities. as a province, we believe if people are given an opportunity, they can develop by themselves. hon chairperson, education remains one of the most powerful instruments for breaking the cycle of poverty and inequality. the provincial government therefore remains firmly committed to expand access to quality education infrastructure, particularly for rural and vulnerable communities. during this financial year, the government will build 10 new schools, including a dedicated school for the deaf learners. this investment forms part of our broader commitment to improve access to education and ensuring that no child is left behind because of disability, poverty, or geography. we have also expanded the constructions of a boarding school in rural municipalities, having realised that our kids in the rural communities deserve equally better like any other national council of provinces taking parliament to the people: dr kaunda district municipality, north west province friday, 15 may 2026 page: 100 persons. this is the anc government and we leave no one behind. for many families, these boarding facilities are restoring dignity, improve learner safety, increase school attendance, and create a better condition for academic performance. indeed, we are looking not"
